Release,Date,Position,Company,Commit_Count
2.6.26,2008-07-13,141,Promwad Innovation,1
2.6.26,2008-07-13,141,Stream Processors,1
2.6.27,2008-10-09,1,Hobbyists,1975
2.6.27,2008-10-09,2,Redhat,1450
2.6.27,2008-10-09,3,IBM,831
2.6.27,2008-10-09,4,Intel,818
2.6.27,2008-10-09,5,Novell,635
2.6.27,2008-10-09,6,Unknown,420
2.6.27,2008-10-09,7,Oracle,345
2.6.27,2008-10-09,8,Movial,234
2.6.27,2008-10-09,9,SGI,197
2.6.27,2008-10-09,10,Academics,193
2.6.27,2008-10-09,11,Citrix,172
2.6.27,2008-10-09,12,Parallels,157
2.6.27,2008-10-09,13,Marvell,153
2.6.27,2008-10-09,14,Renesas Electronics,148
2.6.27,2008-10-09,15,Fujitsu,139
2.6.27,2008-10-09,16,AMD,130
2.6.27,2008-10-09,17,Consultants,129
2.6.27,2008-10-09,18,Linutronix,121
2.6.27,2008-10-09,19,SIMTEC,120
2.6.27,2008-10-09,20,Freescale,106
2.6.27,2008-10-09,21,Analog Devices,101
2.6.27,2008-10-09,22,Nokia,98
2.6.27,2008-10-09,23,HP,92
2.6.27,2008-10-09,23,Broadcom,92
2.6.27,2008-10-09,25,Atmel,88
2.6.27,2008-10-09,26,Wolfson Microelectronics,75
2.6.27,2008-10-09,27,LWN,74
2.6.27,2008-10-09,28,Google,68
2.6.27,2008-10-09,28,Linux Foundation,68
2.6.27,2008-10-09,30,MontaVista,66
2.6.27,2008-10-09,31,QLogic,62
2.6.27,2008-10-09,32,Astaro,61
2.6.27,2008-10-09,33,NTT,58
2.6.27,2008-10-09,34,Vyatta,50
2.6.27,2008-10-09,35,Toshiba Computer,46
2.6.27,2008-10-09,36,Pengutronix,43
2.6.27,2008-10-09,37,Rowland Institute  Harvard,40
2.6.27,2008-10-09,38,QUALCOMM,37
2.6.27,2008-10-09,38,NetApp,37
2.6.27,2008-10-09,40,VA LINUX,31
2.6.27,2008-10-09,41,Fixstars Technologies,30
2.6.27,2008-10-09,41,Cisco,30
2.6.27,2008-10-09,43,Teltonika,25
2.6.27,2008-10-09,43,Open Grid Computing,25
2.6.27,2008-10-09,45,rPath,24
2.6.27,2008-10-09,45,Bull SAS,24
2.6.27,2008-10-09,45,Mellanox Technologies,24
2.6.27,2008-10-09,48,Hauppauge,23
2.6.27,2008-10-09,49,Tripeaks,21
2.6.27,2008-10-09,50,USAGI,20
2.6.27,2008-10-09,50,Symantec,20
2.6.27,2008-10-09,52,NEC,18
2.6.27,2008-10-09,52,Digi International,18
2.6.27,2008-10-09,52,Panasas,18
2.6.27,2008-10-09,52,MSC Vertriebs GmbH,18
2.6.27,2008-10-09,56,SONY,17
2.6.27,2008-10-09,56,VMWare,17
2.6.27,2008-10-09,58,M&N Solutions,16
2.6.27,2008-10-09,58,Voltaire,16
2.6.27,2008-10-09,58,CompuLab,16
2.6.27,2008-10-09,61,Secret Lab,15
2.6.27,2008-10-09,62,Semaphore,12
2.6.27,2008-10-09,62,OpenedHand,12
2.6.27,2008-10-09,62,Atomide,12
2.6.27,2008-10-09,62,Kerlabs,12
2.6.27,2008-10-09,66,Debian,11
2.6.27,2008-10-09,66,Miracle Linux,11
2.6.27,2008-10-09,66,Hansen Partnership,11
2.6.27,2008-10-09,66,secunet SwissIT AG,11
2.6.27,2008-10-09,66,RiverBed,11
2.6.27,2008-10-09,71,Myricom,10
2.6.27,2008-10-09,71,Solarflare Communications,10
2.6.27,2008-10-09,73,Mandriva,9
2.6.27,2008-10-09,74,Cozybit,8
2.6.27,2008-10-09,74,PIKA Technologies,8
2.6.27,2008-10-09,74,Canonical,8
2.6.27,2008-10-09,74,LSI,8
2.6.27,2008-10-09,74,DENX Software Engineering,8
2.6.27,2008-10-09,74,US National Security Agency,8
2.6.27,2008-10-09,74,Actions Microelectronics,8
2.6.27,2008-10-09,81,Realtek,7
2.6.27,2008-10-09,81,XILINX,7
2.6.27,2008-10-09,81,Microgate,7
2.6.27,2008-10-09,81,NVIDIA,7
2.6.27,2008-10-09,81,Sierra Wireless,7
2.6.27,2008-10-09,86,AXIS,6
2.6.27,2008-10-09,86,Bitinfotech,6
2.6.27,2008-10-09,86,Imagination Technologies,6
2.6.27,2008-10-09,89,OpenMoko,5
2.6.27,2008-10-09,89,Chelsio,5
2.6.27,2008-10-09,89,Embedded Alley Solutions,5
2.6.27,2008-10-09,89,Emulex,5
2.6.27,2008-10-09,89,Boundary Devices,5
2.6.27,2008-10-09,89,HES-SO Valais Wallis,5
2.6.27,2008-10-09,89,Hitachi,5
2.6.27,2008-10-09,89,ST Microelectronics,5
2.6.27,2008-10-09,97,Extreme Engineering Solutions,4
2.6.27,2008-10-09,97,XMission,4
2.6.27,2008-10-09,97,caiaq,4
2.6.27,2008-10-09,97,OpenWrt,4
2.6.27,2008-10-09,97,U.S. Naval Research Laboratory,4
2.6.27,2008-10-09,97,Sensoray,4
2.6.27,2008-10-09,97,Barco,4
2.6.27,2008-10-09,97,Edinburgh Robotics,4
2.6.27,2008-10-09,105,Samsung,3
2.6.27,2008-10-09,105,Innovative Systems,3
2.6.27,2008-10-09,105,Cosmosbay~Vectis,3
2.6.27,2008-10-09,105,Texas Instruments,3
2.6.27,2008-10-09,105,Applied Micro,3
2.6.27,2008-10-09,105,EXAR,3
2.6.27,2008-10-09,105,Free Electrons,3
2.6.27,2008-10-09,105,CallDirect,3
2.6.27,2008-10-09,105,CISCO,3
2.6.27,2008-10-09,105,Concurrent Computer Corporation,3
2.6.27,2008-10-09,115,Siemens,2
2.6.27,2008-10-09,115,Adaptec,2
2.6.27,2008-10-09,115,miromico,2
2.6.27,2008-10-09,115,ARM,2
2.6.27,2008-10-09,115,IXIA,2
2.6.27,2008-10-09,115,Nuovations,2
2.6.27,2008-10-09,115,Macq Electronique,2
2.6.27,2008-10-09,115,MRV,2
2.6.27,2008-10-09,115,maintech Gmbh,2
2.6.27,2008-10-09,115,Avtrex,2
2.6.27,2008-10-09,115,ATRON electronic,2
2.6.27,2008-10-09,115,NetEffect,2
2.6.27,2008-10-09,115,Twin Sun,2
2.6.27,2008-10-09,115,SIGMA Chemnitz,2
2.6.27,2008-10-09,115,Option,2
2.6.27,2008-10-09,115,Selenic Consulting,2
2.6.27,2008-10-09,132,Wacom,1
2.6.27,2008-10-09,132,ANDURAS,1
2.6.27,2008-10-09,132,CodeSourcery,1
2.6.27,2008-10-09,132,London Internet Exchange,1
2.6.27,2008-10-09,132,DTI2,1
2.6.27,2008-10-09,132,ElasticHosts Ltd.,1
2.6.27,2008-10-09,132,Cetrta Pot,1
2.6.27,2008-10-09,132,Ksplice,1
2.6.27,2008-10-09,132,Ascom,1
2.6.27,2008-10-09,132,PARROT S.A.,1
2.6.27,2008-10-09,132,Innominate,1
2.6.27,2008-10-09,132,NameSys,1
2.6.27,2008-10-09,132,Promwad Innovation,1
2.6.27,2008-10-09,132,ROAD,1
2.6.27,2008-10-09,132,OLPC,1
2.6.27,2008-10-09,132,Eukrea Electromatique,1
2.6.27,2008-10-09,132,Xform Computing,1
2.6.27,2008-10-09,132,Nias Digital,1
2.6.27,2008-10-09,132,SnapTV,1
2.6.27,2008-10-09,132,Conexant Systems,1
2.6.27,2008-10-09,132,Star Trac,1
2.6.27,2008-10-09,132,inGate,1
2.6.27,2008-10-09,132,INL,1
2.6.27,2008-10-09,132,CC Computer Consultants,1
2.6.27,2008-10-09,132,Phoenix,1
2.6.27,2008-10-09,132,BitWagon Software,1
2.6.27,2008-10-09,132,Mobile Devices Ingenierie,1
2.6.27,2008-10-09,132,Volkswagen,1
2.6.27,2008-10-09,132,Bluegiga,1
2.6.27,2008-10-09,132,Weinmann Medical Technology,1
2.6.27,2008-10-09,132,Pardus Linux,1
2.6.27,2008-10-09,132,American Megatrends,1
2.6.27,2008-10-09,132,HighPoint Technologies,1
2.6.27,2008-10-09,132,VIA Technologies  Inc.,1
2.6.27,2008-10-09,132,EXOSEC,1
2.6.27,2008-10-09,132,Tower Technologies,1
2.6.27,2008-10-09,132,Diamond Light Source,1
2.6.27,2008-10-09,132,BandRich,1
2.6.27,2008-10-09,132,LiPPERT Embedded Computers GmbH,1
2.6.27,2008-10-09,132,NTT Data,1
2.6.27,2008-10-09,132,Roku,1
2.6.27,2008-10-09,132,EMC,1
2.6.27,2008-10-09,132,EmCraft Systems,1
2.6.27,2008-10-09,132,Real-Time Remedies,1
2.6.27,2008-10-09,132,E.G.O. GmbH,1
2.6.27,2008-10-09,132,SlimLogic Ltd,1
2.6.27,2008-10-09,132,eSentire,1
2.6.27,2008-10-09,132,Artec Design,1
2.6.27,2008-10-09,132,O.S. Systems Software Ltda.,1
2.6.27,2008-10-09,132,Toshiba,1
2.6.27,2008-10-09,132,EADS,1
2.6.27,2008-10-09,132,Solid Boot,1
2.6.27,2008-10-09,132,Pixart Argentina,1
2.6.28,2008-12-24,1,Hobbyists,1820
2.6.28,2008-12-24,2,Redhat,1151
2.6.28,2008-12-24,3,Intel,806
2.6.28,2008-12-24,4,IBM,564
2.6.28,2008-12-24,5,Novell,553
2.6.28,2008-12-24,6,Oracle,409
2.6.28,2008-12-24,7,Unknown,302
2.6.28,2008-12-24,8,Academics,185
2.6.28,2008-12-24,9,Renesas Electronics,170
2.6.28,2008-12-24,10,Consultants,168
2.6.28,2008-12-24,11,AMD,161
2.6.28,2008-12-24,12,Parallels,152
2.6.28,2008-12-24,13,Marvell,150
2.6.28,2008-12-24,14,HP,123
2.6.28,2008-12-24,15,Analog Devices,122
2.6.28,2008-12-24,16,Fujitsu,109
2.6.28,2008-12-24,17,Nokia,107
2.6.28,2008-12-24,18,Freescale,88
2.6.28,2008-12-24,19,Google,83
2.6.28,2008-12-24,20,Wolfson Microelectronics,75
2.6.28,2008-12-24,21,NTT,72
2.6.28,2008-12-24,22,Citrix,64
2.6.28,2008-12-24,23,Movial,63
2.6.28,2008-12-24,24,Solarflare Communications,60
2.6.28,2008-12-24,25,Linutronix,56
2.6.28,2008-12-24,26,VA LINUX,50
2.6.28,2008-12-24,26,QUALCOMM,50
2.6.28,2008-12-24,28,Linux Foundation,49
2.6.28,2008-12-24,29,NEC,47
2.6.28,2008-12-24,30,NetApp,41
2.6.28,2008-12-24,31,CC Computer Consultants,39
2.6.28,2008-12-24,32,Toshiba Computer,37
2.6.28,2008-12-24,33,MontaVista,36
2.6.28,2008-12-24,34,SGI,34
2.6.28,2008-12-24,35,Embedded Alley Solutions,30
2.6.28,2008-12-24,36,Bitinfotech,28
2.6.28,2008-12-24,36,Miracle Linux,28
2.6.28,2008-12-24,36,Rowland Institute  Harvard,28
2.6.28,2008-12-24,39,VIA Technologies  Inc.,27
2.6.28,2008-12-24,40,Atmel,25
2.6.28,2008-12-24,41,Hansen Partnership,24
2.6.28,2008-12-24,42,rPath,23
2.6.28,2008-12-24,43,Texas Instruments,22
2.6.28,2008-12-24,43,QLogic,22
2.6.28,2008-12-24,45,Pengutronix,21
2.6.28,2008-12-24,45,Open Grid Computing,21
2.6.28,2008-12-24,47,Cisco,19
2.6.28,2008-12-24,48,CompuLab,18
2.6.28,2008-12-24,48,NetEffect,18
2.6.28,2008-12-24,50,Bull SAS,17
2.6.28,2008-12-24,50,Broadcom,17
2.6.28,2008-12-24,50,Imagination Technologies,17
2.6.28,2008-12-24,53,ST Microelectronics,16
2.6.28,2008-12-24,53,CSR,16
2.6.28,2008-12-24,53,Chelsio,16
2.6.28,2008-12-24,53,SIMTEC,16
2.6.28,2008-12-24,53,Emulex,16
2.6.28,2008-12-24,58,Mandriva,15
2.6.28,2008-12-24,58,SONY,15
2.6.28,2008-12-24,60,Mellanox Technologies,14
2.6.28,2008-12-24,60,Hitachi,14
2.6.28,2008-12-24,62,Cozybit,13
2.6.28,2008-12-24,62,Realtek,13
2.6.28,2008-12-24,62,Astaro,13
2.6.28,2008-12-24,65,Cosmosbay~Vectis,12
2.6.28,2008-12-24,65,Secret Lab,12
2.6.28,2008-12-24,65,ARM,12
2.6.28,2008-12-24,65,Symantec,12
2.6.28,2008-12-24,65,Cavium,12
2.6.28,2008-12-24,70,Atomide,11
2.6.28,2008-12-24,71,Myricom,9
2.6.28,2008-12-24,71,Panasas,9
2.6.28,2008-12-24,73,General Electric,8
2.6.28,2008-12-24,73,Debian,8
2.6.28,2008-12-24,73,Vyatta,8
2.6.28,2008-12-24,76,Digi International,7
2.6.28,2008-12-24,76,Free Electrons,7
2.6.28,2008-12-24,76,DENX Software Engineering,7
2.6.28,2008-12-24,76,Fixstars Technologies,7
2.6.28,2008-12-24,76,Barco,7
2.6.28,2008-12-24,76,SofaWare,7
2.6.28,2008-12-24,76,Avtrex,7
2.6.28,2008-12-24,83,Applied Micro,6
2.6.28,2008-12-24,83,SIGMA Chemnitz,6
2.6.28,2008-12-24,83,Canonical,6
2.6.28,2008-12-24,83,NSYSU,6
2.6.28,2008-12-24,83,Hauppauge,6
2.6.28,2008-12-24,83,Mistral,6
2.6.28,2008-12-24,89,AXIS,5
2.6.28,2008-12-24,89,XMission,5
2.6.28,2008-12-24,89,Studio EnneEnne,5
2.6.28,2008-12-24,89,SPES,5
2.6.28,2008-12-24,89,miromico,5
2.6.28,2008-12-24,89,OpenWrt,5
2.6.28,2008-12-24,89,Siemens,5
2.6.28,2008-12-24,89,LWN,5
2.6.28,2008-12-24,89,Tower Technologies,5
2.6.28,2008-12-24,89,OpenedHand,5
2.6.28,2008-12-24,89,Xorcom,5
2.6.28,2008-12-24,89,Voltaire,5
2.6.28,2008-12-24,102,Concurrent Computer Corporation,4
2.6.28,2008-12-24,102,Teltonika,4
2.6.28,2008-12-24,102,Nortel,4
2.6.28,2008-12-24,102,Actions Microelectronics,4
2.6.28,2008-12-24,102,Volkswagen,4
2.6.28,2008-12-24,102,BalaBit,4
2.6.28,2008-12-24,102,SlimLogic Ltd,4
2.6.28,2008-12-24,102,Critical Links,4
2.6.28,2008-12-24,102,INRIA,4
2.6.28,2008-12-24,102,Panasonic,4
2.6.28,2008-12-24,112,Micro-Star International,3
2.6.28,2008-12-24,112,ESD Electronics,3
2.6.28,2008-12-24,112,NVIDIA,3
2.6.28,2008-12-24,112,SMSC,3
2.6.28,2008-12-24,112,Selenic Consulting,3
2.6.28,2008-12-24,112,South Pole AB,3
2.6.28,2008-12-24,112,Mercury IMC,3
2.6.28,2008-12-24,112,VMWare,3
2.6.28,2008-12-24,112,InHand Electronics  Inc.,3
2.6.28,2008-12-24,112,HES-SO Valais Wallis,3
2.6.28,2008-12-24,112,Harris Corporation,3
2.6.28,2008-12-24,112,Extreme Engineering Solutions,3
2.6.28,2008-12-24,112,Consentry,3
2.6.28,2008-12-24,112,Anevia,3
2.6.28,2008-12-24,126,ANDURAS,2
2.6.28,2008-12-24,126,Celestrius,2
2.6.28,2008-12-24,126,Amiton,2
2.6.28,2008-12-24,126,EmCraft Systems,2
2.6.28,2008-12-24,126,Altran,2
2.6.28,2008-12-24,126,US National Security Agency,2
2.6.28,2008-12-24,126,Tripeaks,2
2.6.28,2008-12-24,126,Option,2
2.6.28,2008-12-24,126,EADS,2
2.6.28,2008-12-24,126,RiverBed,2
2.6.28,2008-12-24,126,XS4ALL Internet bv,2
2.6.28,2008-12-24,126,Sensoray,2
2.6.28,2008-12-24,126,Escient,2
2.6.28,2008-12-24,126,Roku,2
2.6.28,2008-12-24,126,EQWARE Engineering,2
2.6.28,2008-12-24,126,OnLive,2
2.6.28,2008-12-24,126,Mainpine,2
2.6.28,2008-12-24,126,Edinburgh Robotics,2
2.6.28,2008-12-24,126,ComX Networks,2
2.6.28,2008-12-24,126,WiMobilis,2
2.6.28,2008-12-24,126,Tk Open Systems,2
2.6.28,2008-12-24,126,Katalix Systems,2
2.6.28,2008-12-24,148,Epiphan,1
2.6.28,2008-12-24,148,Creytiv.com,1
2.6.28,2008-12-24,148,Evidence Srl,1
2.6.28,2008-12-24,148,HyperSurf,1
2.6.28,2008-12-24,148,DMX,1
2.6.28,2008-12-24,148,Samsung,1
2.6.28,2008-12-24,148,Loadbalancer.org Ltd.,1
2.6.28,2008-12-24,148,ADB,1
2.6.28,2008-12-24,148,Mobile Devices Ingenierie,1
2.6.28,2008-12-24,148,Adetel Group,1
2.6.28,2008-12-24,148,Weinmann Medical Technology,1
2.6.28,2008-12-24,148,Amazon,1
2.6.28,2008-12-24,148,team(ix) GmbH,1
2.6.28,2008-12-24,148,Alpha-bit GmbH,1
2.6.28,2008-12-24,148,SoftPLC,1
2.6.28,2008-12-24,148,DELL,1
2.6.28,2008-12-24,148,Resilience,1
2.6.28,2008-12-24,148,Jmicron,1
2.6.28,2008-12-24,148,HV Sistemas,1
2.6.28,2008-12-24,148,OLPC,1
2.6.28,2008-12-24,148,Toshiba,1
2.6.28,2008-12-24,148,TIL Technologies,1
2.6.28,2008-12-24,148,EMC,1
2.6.28,2008-12-24,148,PMC-Sierra,1
2.6.28,2008-12-24,148,SIRIUS,1
2.6.28,2008-12-24,148,Red Innovation,1
2.6.28,2008-12-24,148,Endrelia,1
2.6.28,2008-12-24,148,ElasticHosts Ltd.,1
2.6.28,2008-12-24,148,GeoTechnologies,1
2.6.28,2008-12-24,148,Ksplice,1
2.6.28,2008-12-24,148,Adeneo,1
2.6.28,2008-12-24,148,SYSGO,1
2.6.28,2008-12-24,148,FSB,1
2.6.28,2008-12-24,148,Technical Solutions,1
2.6.28,2008-12-24,148,Semaphore,1
2.6.28,2008-12-24,148,Even Technologies,1
2.6.28,2008-12-24,148,Riedel Communications,1
2.6.28,2008-12-24,148,Geomatys,1
2.6.28,2008-12-24,148,Sierra Wireless,1
2.6.28,2008-12-24,148,ACM,1
2.6.28,2008-12-24,148,IBRIX,1
2.6.28,2008-12-24,148,CISCO,1
2.6.28,2008-12-24,148,Tensilica,1
2.6.28,2008-12-24,148,GNU,1
2.6.28,2008-12-24,148,HuaWei,1
2.6.28,2008-12-24,148,Q-Leap Networks GmbH,1
2.6.28,2008-12-24,148,MSC Vertriebs GmbH,1
2.6.28,2008-12-24,148,NXP,1
2.6.28,2008-12-24,148,Ericsson,1
2.6.28,2008-12-24,148,M&N Solutions,1
2.6.28,2008-12-24,148,RuggedCom,1
2.6.28,2008-12-24,148,Cluster Computing,1
2.6.28,2008-12-24,148,Provision Communication,1
2.6.28,2008-12-24,148,ARISTA,1
2.6.28,2008-12-24,148,objectXP,1
2.6.28,2008-12-24,148,NIIF Institute,1
2.6.28,2008-12-24,148,London Internet Exchange,1
2.6.28,2008-12-24,148,Promwad Innovation,1
2.6.28,2008-12-24,148,XILINX,1
2.6.28,2008-12-24,148,DevelTech,1
2.6.28,2008-12-24,148,Eleven Musicproduction,1
2.6.28,2008-12-24,148,Nuovations,1
2.6.28,2008-12-24,148,Magenta Development,1
2.6.28,2008-12-24,148,Micronova,1
2.6.28,2008-12-24,148,SWAPP,1
2.6.28,2008-12-24,148,Endian Technologies AB,1
2.6.28,2008-12-24,148,Wacom,1
2.6.28,2008-12-24,148,Alsatis,1
2.6.28,2008-12-24,148,ARMadeus,1
2.6.28,2008-12-24,148,ATRON electronic,1
2.6.28,2008-12-24,148,CodeSourcery,1
2.6.28,2008-12-24,148,U.S. Naval Research Laboratory,1
2.6.28,2008-12-24,148,Proformatique,1
2.6.28,2008-12-24,148,Ewert Energy Systems,1
2.6.28,2008-12-24,148,GridApp Systems,1
2.6.29,2009-03-23,1,Hobbyists,2016
2.6.29,2009-03-23,2,Redhat,1252
2.6.29,2009-03-23,3,Oracle,1016
2.6.29,2009-03-23,4,Intel,855
2.6.29,2009-03-23,5,IBM,780
2.6.29,2009-03-23,6,Novell,732
2.6.29,2009-03-23,7,Unknown,475
2.6.29,2009-03-23,8,Analog Devices,283
2.6.29,2009-03-23,9,Consultants,282
2.6.29,2009-03-23,10,Academics,213
2.6.29,2009-03-23,11,Fujitsu,212
2.6.29,2009-03-23,12,Renesas Electronics,169
2.6.29,2009-03-23,13,Nokia,163
2.6.29,2009-03-23,14,Bitinfotech,158
2.6.29,2009-03-23,15,Vyatta,155
2.6.29,2009-03-23,16,Parallels,154
2.6.29,2009-03-23,17,QUALCOMM,151
2.6.29,2009-03-23,18,SIMTEC,147
2.6.29,2009-03-23,19,AMD,134
2.6.29,2009-03-23,20,Wolfson Microelectronics,108
2.6.29,2009-03-23,21,SGI,100
2.6.29,2009-03-23,22,QLogic,91
2.6.29,2009-03-23,23,Marvell,87
2.6.29,2009-03-23,24,HP,85
2.6.29,2009-03-23,24,Broadcom,85
2.6.29,2009-03-23,26,Freescale,80
2.6.29,2009-03-23,26,MontaVista,80
2.6.29,2009-03-23,28,Pengutronix,75
2.6.29,2009-03-23,29,Google,70
2.6.29,2009-03-23,30,NEC,69
2.6.29,2009-03-23,31,Solarflare Communications,58
2.6.29,2009-03-23,32,Cosmosbay~Vectis,52
2.6.29,2009-03-23,33,NTT,50
2.6.29,2009-03-23,34,NetApp,47
2.6.29,2009-03-23,35,Canonical,42
2.6.29,2009-03-23,36,Linux Foundation,39
2.6.29,2009-03-23,36,Symantec,39
2.6.29,2009-03-23,38,Rowland Institute  Harvard,38
2.6.29,2009-03-23,39,CSR,33
2.6.29,2009-03-23,39,Cavium,33
2.6.29,2009-03-23,41,Citrix,30
2.6.29,2009-03-23,42,SMSC,29
2.6.29,2009-03-23,43,Movial,27
2.6.29,2009-03-23,43,ARM,27
2.6.29,2009-03-23,43,Emulex,27
2.6.29,2009-03-23,46,Bull SAS,24
2.6.29,2009-03-23,47,Astaro,23
2.6.29,2009-03-23,48,Texas Instruments,22
2.6.29,2009-03-23,48,Chelsio,22
2.6.29,2009-03-23,48,Cisco,22
2.6.29,2009-03-23,48,Debian,22
2.6.29,2009-03-23,52,Linutronix,21
2.6.29,2009-03-23,53,AbsoluteValue Systems,20
2.6.29,2009-03-23,54,Siemens,18
2.6.29,2009-03-23,55,SONY,17
2.6.29,2009-03-23,55,MSC Vertriebs GmbH,17
2.6.29,2009-03-23,57,Atomide,16
2.6.29,2009-03-23,58,Embedded Alley Solutions,15
2.6.29,2009-03-23,58,VMWare,15
2.6.29,2009-03-23,60,Toshiba Computer,14
2.6.29,2009-03-23,60,Mandriva,14
2.6.29,2009-03-23,60,Option,14
2.6.29,2009-03-23,63,OpenMoko,13
2.6.29,2009-03-23,64,Atmel,12
2.6.29,2009-03-23,64,DENX Software Engineering,12
2.6.29,2009-03-23,64,Mellanox Technologies,12
2.6.29,2009-03-23,64,Panasas,12
2.6.29,2009-03-23,64,Hansen Partnership,12
2.6.29,2009-03-23,64,GridApp Systems,12
2.6.29,2009-03-23,70,Boundary Devices,11
2.6.29,2009-03-23,70,Cozybit,11
2.6.29,2009-03-23,70,Real-Time Remedies,11
2.6.29,2009-03-23,70,Secret Lab,11
2.6.29,2009-03-23,74,XMission,10
2.6.29,2009-03-23,74,CompuLab,10
2.6.29,2009-03-23,74,Ubuntu,10
2.6.29,2009-03-23,77,New Dream Network,9
2.6.29,2009-03-23,77,INL,9
2.6.29,2009-03-23,77,ARISTA,9
2.6.29,2009-03-23,77,Myricom,9
2.6.29,2009-03-23,77,Tower Technologies,9
2.6.29,2009-03-23,82,CC Computer Consultants,8
2.6.29,2009-03-23,82,GNU,8
2.6.29,2009-03-23,82,Entropy Wave,8
2.6.29,2009-03-23,85,VA LINUX,7
2.6.29,2009-03-23,85,ST Microelectronics,7
2.6.29,2009-03-23,85,General Electric,7
2.6.29,2009-03-23,89,Teltonika,6
2.6.29,2009-03-23,89,caiaq,6
2.6.29,2009-03-23,89,ComX Networks,6
2.6.29,2009-03-23,89,EmCraft Systems,6
2.6.29,2009-03-23,93,OpenWrt,5
2.6.29,2009-03-23,93,Digigram SA,5
2.6.29,2009-03-23,93,Barco,5
2.6.29,2009-03-23,93,Volkswagen,5
2.6.29,2009-03-23,93,Voltaire,5
2.6.29,2009-03-23,93,EXOSEC,5
2.6.29,2009-03-23,93,NVIDIA,5
2.6.29,2009-03-23,100,London Internet Exchange,4
2.6.29,2009-03-23,100,Imagination Technologies,4
2.6.29,2009-03-23,100,Lyrtech,4
2.6.29,2009-03-23,100,Miracle Linux,4
2.6.29,2009-03-23,100,Mistral,4
2.6.29,2009-03-23,100,OLPC,4
2.6.29,2009-03-23,100,Fixstars Technologies,4
2.6.29,2009-03-23,100,LSI,4
2.6.29,2009-03-23,100,Critical Links,4
2.6.29,2009-03-23,100,Actions Microelectronics,4
2.6.29,2009-03-23,100,MessageNet Systems,4
2.6.29,2009-03-23,111,OnLive,3
2.6.29,2009-03-23,111,Nuvoton Technology,3
2.6.29,2009-03-23,111,Telecom-Service,3
2.6.29,2009-03-23,111,Azingo,3
2.6.29,2009-03-23,111,Samsung,3
2.6.29,2009-03-23,111,Selenic Consulting,3
2.6.29,2009-03-23,111,MPC Data,3
2.6.29,2009-03-23,111,Anevia,3
2.6.29,2009-03-23,111,OpenedHand,3
2.6.29,2009-03-23,111,PIKA Technologies,3
2.6.29,2009-03-23,111,SofaWare,3
2.6.29,2009-03-23,111,XS4ALL Internet bv,3
2.6.29,2009-03-23,111,Edinburgh Robotics,3
2.6.29,2009-03-23,111,DELL,3
2.6.29,2009-03-23,126,Mindspeed Technologies,2
2.6.29,2009-03-23,126,XILINX,2
2.6.29,2009-03-23,126,6WIND,2
2.6.29,2009-03-23,126,Concurrent Computer Corporation,2
2.6.29,2009-03-23,126,Candela Tech.,2
2.6.29,2009-03-23,126,BalaBit,2
2.6.29,2009-03-23,126,Mobile Devices Ingenierie,2
2.6.29,2009-03-23,126,Promwad Innovation,2
2.6.29,2009-03-23,126,Tk Open Systems,2
2.6.29,2009-03-23,126,Nuovations,2
2.6.29,2009-03-23,126,RDC Semiconductor,2
2.6.29,2009-03-23,126,secunet SwissIT AG,2
2.6.29,2009-03-23,126,Reveal,2
2.6.29,2009-03-23,126,CadSoft Computer GmbH,2
2.6.29,2009-03-23,126,miromico,2
2.6.29,2009-03-23,126,vpop.net,2
2.6.29,2009-03-23,126,Nias Digital,2
2.6.29,2009-03-23,126,Sensoray,2
2.6.29,2009-03-23,126,INRIA,2
2.6.29,2009-03-23,126,Studio EnneEnne,2
2.6.29,2009-03-23,126,Open Grid Computing,2
2.6.29,2009-03-23,126,VIA Technologies  Inc.,2
2.6.29,2009-03-23,126,Solid Boot,2
2.6.29,2009-03-23,126,Macq Electronique,2
2.6.29,2009-03-23,126,BEC Systems,2
2.6.29,2009-03-23,126,Cybernetics,2
2.6.29,2009-03-23,126,emlix Gmbh,2
2.6.29,2009-03-23,126,secunet Security Networks AG,2
2.6.29,2009-03-23,154,AML,1
2.6.29,2009-03-23,154,M&N Solutions,1
2.6.29,2009-03-23,154,EADS,1
2.6.29,2009-03-23,154,Galvanix,1
2.6.29,2009-03-23,154,Timesys,1
2.6.29,2009-03-23,154,Jmicron,1
2.6.29,2009-03-23,154,NSYSU,1
2.6.29,2009-03-23,154,Digi International,1
2.6.29,2009-03-23,154,Katalix Systems,1
2.6.29,2009-03-23,154,ARMadeus Systems,1
2.6.29,2009-03-23,154,Evidence Srl,1
2.6.29,2009-03-23,154,FGAN,1
2.6.29,2009-03-23,154,US National Security Agency,1
2.6.29,2009-03-23,154,Pardus Linux,1
2.6.29,2009-03-23,154,Unicontrol Systemtechnik,1
2.6.29,2009-03-23,154,Tungsten Graphics,1
2.6.29,2009-03-23,154,PHYTEC,1
2.6.29,2009-03-23,154,Siano Mobile Silicon,1
2.6.29,2009-03-23,154,InHand Electronics  Inc.,1
2.6.29,2009-03-23,154,NTT Data,1
2.6.29,2009-03-23,154,EQWARE Engineering,1
2.6.29,2009-03-23,154,PCS Systemtechnik,1
2.6.29,2009-03-23,154,Ksplice,1
2.6.29,2009-03-23,154,Mercury IMC,1
2.6.29,2009-03-23,154,SES ASTRA TechCom,1
