Release,Date,Position,Company,Commit_Count
2.6.12,2005-06-17,1,Redhat,284
2.6.12,2005-06-17,2,IBM,194
2.6.12,2005-06-17,3,Novell,169
2.6.12,2005-06-17,3,Hobbyists,169
2.6.12,2005-06-17,5,Unknown,134
2.6.12,2005-06-17,6,Intel,122
2.6.12,2005-06-17,7,Consultants,99
2.6.12,2005-06-17,8,SGI,77
2.6.12,2005-06-17,9,Linux Foundation,67
2.6.12,2005-06-17,10,Movial,36
2.6.12,2005-06-17,11,CISCO,29
2.6.12,2005-06-17,11,Broadcom,29
2.6.12,2005-06-17,13,SteelEye,26
2.6.12,2005-06-17,13,HP,26
2.6.12,2005-06-17,15,MontaVista,24
2.6.12,2005-06-17,16,Fujitsu,20
2.6.12,2005-06-17,17,Freescale,17
2.6.12,2005-06-17,18,Coraid,16
2.6.12,2005-06-17,19,Astaro,14
2.6.12,2005-06-17,20,Oracle,13
2.6.12,2005-06-17,20,Symantec,13
2.6.12,2005-06-17,22,Mellanox Technologies,9
2.6.12,2005-06-17,22,QLogic,9
2.6.12,2005-06-17,22,Academics,9
2.6.12,2005-06-17,25,Telargo,8
2.6.12,2005-06-17,26,Tripeaks,6
2.6.12,2005-06-17,26,Selenic Consulting,6
2.6.12,2005-06-17,26,Parallels,6
2.6.12,2005-06-17,29,Marvell,5
2.6.12,2005-06-17,29,Pengutronix,5
2.6.12,2005-06-17,31,Stream Processors,4
2.6.12,2005-06-17,31,USAGI,4
2.6.12,2005-06-17,31,Applied Micro,4
2.6.12,2005-06-17,31,MEV Limited,4
2.6.12,2005-06-17,31,Soma Networks,4
2.6.12,2005-06-17,36,Mandriva,3
2.6.12,2005-06-17,36,Voltaire,3
2.6.12,2005-06-17,36,U.S. Naval Research Laboratory,3
2.6.12,2005-06-17,36,SIMTEC,3
2.6.12,2005-06-17,36,ARM,3
2.6.12,2005-06-17,41,Renesas Electronics,2
2.6.12,2005-06-17,41,US National Security Agency,2
2.6.12,2005-06-17,41,Candela Tech.,2
2.6.12,2005-06-17,41,PiKRON s.r.o,2
2.6.12,2005-06-17,41,NameSys,2
2.6.12,2005-06-17,41,SYSGO,2
2.6.12,2005-06-17,41,Embedded Alley Solutions,2
2.6.12,2005-06-17,41,NetApp,2
2.6.12,2005-06-17,49,VA LINUX,1
2.6.12,2005-06-17,49,VMWare,1
2.6.12,2005-06-17,49,Rowland Institute  Harvard,1
2.6.12,2005-06-17,49,Stratus Technologies,1
2.6.12,2005-06-17,49,DiBcom,1
2.6.12,2005-06-17,49,Toshiba,1
2.6.12,2005-06-17,49,Avocent,1
2.6.12,2005-06-17,49,6WIND,1
2.6.12,2005-06-17,49,Akamai,1
2.6.12,2005-06-17,49,Artec Design,1
2.6.12,2005-06-17,49,General Electric,1
2.6.12,2005-06-17,49,rPath,1
2.6.12,2005-06-17,49,Concurrent Computer Corporation,1
2.6.12,2005-06-17,49,Science Fiction Technologies,1
2.6.12,2005-06-17,49,Anevia,1
2.6.12,2005-06-17,49,German Government,1
2.6.12,2005-06-17,49,EMC,1
2.6.12,2005-06-17,49,SONY,1
2.6.12,2005-06-17,49,Timesys,1
2.6.12,2005-06-17,49,DELL,1
2.6.12,2005-06-17,49,Calsoft,1
2.6.12,2005-06-17,49,NVIDIA,1
2.6.12,2005-06-17,49,AXIS,1
2.6.12,2005-06-17,49,Google,1
2.6.12,2005-06-17,49,Wacom,1
2.6.12,2005-06-17,49,LIOS Technology,1
2.6.12,2005-06-17,49,Analog Devices,1
2.6.12,2005-06-17,49,Tungsten Graphics,1
2.6.12,2005-06-17,49,Imagination Technologies,1
2.6.12,2005-06-17,49,Shadow Connect,1
2.6.12,2005-06-17,49,CodeSourcery,1
2.6.12,2005-06-17,49,NEC,1
2.6.13,2005-08-28,1,Hobbyists,565
2.6.13,2005-08-28,2,Novell,529
2.6.13,2005-08-28,3,Redhat,416
2.6.13,2005-08-28,4,IBM,363
2.6.13,2005-08-28,5,Unknown,331
2.6.13,2005-08-28,6,Intel,186
2.6.13,2005-08-28,7,Linux Foundation,180
2.6.13,2005-08-28,8,Consultants,134
2.6.13,2005-08-28,9,Movial,83
2.6.13,2005-08-28,9,SGI,83
2.6.13,2005-08-28,11,Academics,71
2.6.13,2005-08-28,12,XMission,56
2.6.13,2005-08-28,13,MontaVista,52
2.6.13,2005-08-28,14,Tuxera,45
2.6.13,2005-08-28,15,HP,39
2.6.13,2005-08-28,16,Linutronix,37
2.6.13,2005-08-28,16,Astaro,37
2.6.13,2005-08-28,18,Freescale,35
2.6.13,2005-08-28,19,Parallels,33
2.6.13,2005-08-28,19,NetApp,33
2.6.13,2005-08-28,21,Voltaire,32
2.6.13,2005-08-28,22,SIMTEC,31
2.6.13,2005-08-28,23,Rowland Institute  Harvard,30
2.6.13,2005-08-28,24,SteelEye,26
2.6.13,2005-08-28,25,QLogic,23
2.6.13,2005-08-28,26,Telargo,21
2.6.13,2005-08-28,27,Cisco,20
2.6.13,2005-08-28,28,Embedded Alley Solutions,19
2.6.13,2005-08-28,28,Marvell,19
2.6.13,2005-08-28,28,Oracle,19
2.6.13,2005-08-28,31,AXIS,17
2.6.13,2005-08-28,32,Symantec,16
2.6.13,2005-08-28,32,Atomide,16
2.6.13,2005-08-28,34,LSI,15
2.6.13,2005-08-28,34,CISCO,15
2.6.13,2005-08-28,36,Tensilica,14
2.6.13,2005-08-28,36,Emulex,14
2.6.13,2005-08-28,38,Broadcom,13
2.6.13,2005-08-28,39,Renesas Electronics,12
2.6.13,2005-08-28,39,GNU,12
2.6.13,2005-08-28,39,Avocent,12
2.6.13,2005-08-28,42,Fujitsu,11
2.6.13,2005-08-28,42,Imagination Technologies,11
2.6.13,2005-08-28,44,OpenedHand,10
2.6.13,2005-08-28,44,Mandriva,10
2.6.13,2005-08-28,44,ARM,10
2.6.13,2005-08-28,47,Shadow Connect,9
2.6.13,2005-08-28,48,Selenic Consulting,8
2.6.13,2005-08-28,49,EuroTech Inc,7
2.6.13,2005-08-28,50,Tripeaks,6
2.6.13,2005-08-28,51,ST Microelectronics,5
2.6.13,2005-08-28,51,ALT Linux,5
2.6.13,2005-08-28,51,SYSGO,5
2.6.13,2005-08-28,51,Cosmosbay~Vectis,5
2.6.13,2005-08-28,51,Unisys,5
2.6.13,2005-08-28,51,Artec Design,5
2.6.13,2005-08-28,51,MEV Limited,5
2.6.13,2005-08-28,58,Google,4
2.6.13,2005-08-28,58,USAGI,4
2.6.13,2005-08-28,58,Stream Processors,4
2.6.13,2005-08-28,61,Pengutronix,3
2.6.13,2005-08-28,61,US National Security Agency,3
2.6.13,2005-08-28,61,SANPeople,3
2.6.13,2005-08-28,61,Bull SAS,3
2.6.13,2005-08-28,65,C-Media,2
2.6.13,2005-08-28,65,Citrix,2
2.6.13,2005-08-28,65,Wacom,2
2.6.13,2005-08-28,65,Akamai,2
2.6.13,2005-08-28,65,XS4ALL Internet bv,2
2.6.13,2005-08-28,65,Wabtec,2
2.6.13,2005-08-28,65,TUSC,2
2.6.13,2005-08-28,65,University of Cambridge,2
2.6.13,2005-08-28,65,DiBcom,2
2.6.13,2005-08-28,65,U.S. Naval Research Laboratory,2
2.6.13,2005-08-28,65,Sirrix,2
2.6.13,2005-08-28,65,Adaptec,2
2.6.13,2005-08-28,77,Samsung,1
2.6.13,2005-08-28,77,Nokia,1
2.6.13,2005-08-28,77,Linux Networx,1
2.6.13,2005-08-28,77,Atmel,1
2.6.13,2005-08-28,77,Develer S.r.l.,1
2.6.13,2005-08-28,77,AMD,1
2.6.13,2005-08-28,77,Anagramm GmbH,1
2.6.13,2005-08-28,77,rPath,1
2.6.13,2005-08-28,77,Phoenix,1
2.6.13,2005-08-28,77,DELL,1
2.6.13,2005-08-28,77,NTT,1
2.6.13,2005-08-28,77,Mercury Computer Systems,1
2.6.13,2005-08-28,77,Freebox,1
2.6.13,2005-08-28,77,NVIDIA,1
2.6.13,2005-08-28,77,VA LINUX,1
2.6.13,2005-08-28,77,LED Smart Media,1
2.6.13,2005-08-28,77,Applied Micro,1
2.6.13,2005-08-28,77,MRV,1
2.6.13,2005-08-28,77,TomTom,1
2.6.13,2005-08-28,77,Apple,1
2.6.13,2005-08-28,77,Mellanox Technologies,1
2.6.13,2005-08-28,77,Infor,1
2.6.13,2005-08-28,77,Observision,1
2.6.13,2005-08-28,77,CodeSourcery,1
2.6.13,2005-08-28,77,VMWare,1
2.6.13,2005-08-28,77,EXAR,1
2.6.13,2005-08-28,77,Beijing Rising Technology Co.,1
2.6.14,2005-10-27,1,Hobbyists,479
2.6.14,2005-10-27,2,Redhat,467
2.6.14,2005-10-27,3,Novell,396
2.6.14,2005-10-27,4,IBM,308
2.6.14,2005-10-27,5,Unknown,297
2.6.14,2005-10-27,6,Intel,170
2.6.14,2005-10-27,7,Consultants,143
2.6.14,2005-10-27,8,Linux Foundation,129
2.6.14,2005-10-27,9,SGI,105
2.6.14,2005-10-27,9,Mandriva,105
2.6.14,2005-10-27,11,MontaVista,64
2.6.14,2005-10-27,12,Academics,62
2.6.14,2005-10-27,13,Movial,58
2.6.14,2005-10-27,14,SteelEye,50
2.6.14,2005-10-27,15,Freescale,43
2.6.14,2005-10-27,15,OpenedHand,43
2.6.14,2005-10-27,17,Oracle,40
2.6.14,2005-10-27,18,Imagination Technologies,38
2.6.14,2005-10-27,18,Tuxera,38
2.6.14,2005-10-27,20,SIMTEC,37
2.6.14,2005-10-27,20,Astaro,37
2.6.14,2005-10-27,22,HP,35
2.6.14,2005-10-27,23,Fujitsu,26
2.6.14,2005-10-27,24,QUALCOMM,25
2.6.14,2005-10-27,25,Broadcom,22
2.6.14,2005-10-27,25,Parallels,22
2.6.14,2005-10-27,27,Symantec,21
2.6.14,2005-10-27,28,Rowland Institute  Harvard,20
2.6.14,2005-10-27,29,QLogic,18
2.6.14,2005-10-27,30,CISCO,17
2.6.14,2005-10-27,31,Tripeaks,16
2.6.14,2005-10-27,32,EXAR,15
2.6.14,2005-10-27,33,Mellanox Technologies,14
2.6.14,2005-10-27,33,VMWare,14
2.6.14,2005-10-27,35,Cosmosbay~Vectis,13
2.6.14,2005-10-27,36,Cisco,12
2.6.14,2005-10-27,37,Emulex,9
2.6.14,2005-10-27,37,Voltaire,9
2.6.14,2005-10-27,37,US National Security Agency,9
2.6.14,2005-10-27,37,Stream Processors,9
2.6.14,2005-10-27,41,Telargo,8
2.6.14,2005-10-27,41,USAGI,8
2.6.14,2005-10-27,41,Microgate,8
2.6.14,2005-10-27,44,Google,7
2.6.14,2005-10-27,44,Artec Design,7
2.6.14,2005-10-27,44,Los Alamos National Laboratory,7
2.6.14,2005-10-27,47,DELL,6
2.6.14,2005-10-27,47,ARM,6
2.6.14,2005-10-27,47,Pengutronix,6
2.6.14,2005-10-27,50,Wolfson Microelectronics,5
2.6.14,2005-10-27,50,EuroTech Inc,5
2.6.14,2005-10-27,50,Wabtec,5
2.6.14,2005-10-27,50,EMC,5
2.6.14,2005-10-27,50,Atomide,5
2.6.14,2005-10-27,50,LSI,5
2.6.14,2005-10-27,56,NVIDIA,4
2.6.14,2005-10-27,56,SONY,4
2.6.14,2005-10-27,56,Avocent,4
2.6.14,2005-10-27,56,SYSGO,4
2.6.14,2005-10-27,56,XMission,4
2.6.14,2005-10-27,56,VA LINUX,4
2.6.14,2005-10-27,56,Linutronix,4
2.6.14,2005-10-27,56,Marvell,4
2.6.14,2005-10-27,64,U.S. Naval Research Laboratory,3
2.6.14,2005-10-27,64,Toshiba,3
2.6.14,2005-10-27,64,BalaBit,3
2.6.14,2005-10-27,64,GNU,3
2.6.14,2005-10-27,64,Embedded Alley Solutions,3
2.6.14,2005-10-27,64,NetApp,3
2.6.14,2005-10-27,64,MEV Limited,3
2.6.14,2005-10-27,64,Coraid,3
2.6.14,2005-10-27,72,Citrix,2
2.6.14,2005-10-27,72,ALT Linux,2
2.6.14,2005-10-27,72,Apple,2
2.6.14,2005-10-27,72,NEC,2
2.6.14,2005-10-27,72,rPath,2
2.6.14,2005-10-27,72,Applied Micro,2
2.6.14,2005-10-27,72,Calsoft,2
2.6.14,2005-10-27,72,Western Digital,2
2.6.14,2005-10-27,72,Miracle Linux,2
2.6.14,2005-10-27,72,Renesas Electronics,2
2.6.14,2005-10-27,82,Chelsio,1
2.6.14,2005-10-27,82,Nokia,1
2.6.14,2005-10-27,82,Sirrix,1
2.6.14,2005-10-27,82,Selenic Consulting,1
2.6.14,2005-10-27,82,Unisys,1
2.6.14,2005-10-27,82,Bull SAS,1
2.6.14,2005-10-27,82,FC-Group,1
2.6.14,2005-10-27,82,Hansen Partnership,1
2.6.14,2005-10-27,82,ONELAN,1
2.6.14,2005-10-27,82,Trident,1
2.6.14,2005-10-27,82,Katalix Systems,1
2.6.14,2005-10-27,82,EXOSEC,1
2.6.14,2005-10-27,82,Texas Instruments,1
2.6.14,2005-10-27,82,IPUnity-Glenayre,1
2.6.14,2005-10-27,82,Tensilica,1
2.6.14,2005-10-27,82,CodeSourcery,1
2.6.14,2005-10-27,82,Panasonic,1
2.6.14,2005-10-27,82,Macq Electronique,1
2.6.14,2005-10-27,82,KARO,1
2.6.14,2005-10-27,82,Adaptec,1
2.6.14,2005-10-27,82,vpop.net,1
2.6.15,2006-01-02,1,IBM,764
2.6.15,2006-01-02,2,Hobbyists,686
2.6.15,2006-01-02,3,Redhat,417
2.6.15,2006-01-02,4,Novell,395
2.6.15,2006-01-02,5,Unknown,338
2.6.15,2006-01-02,6,Imagination Technologies,291
2.6.15,2006-01-02,7,Intel,288
2.6.15,2006-01-02,8,Consultants,154
2.6.15,2006-01-02,9,Linux Foundation,147
2.6.15,2006-01-02,10,SGI,134
2.6.15,2006-01-02,11,Academics,129
2.6.15,2006-01-02,12,MontaVista,115
2.6.15,2006-01-02,13,NetApp,85
2.6.15,2006-01-02,14,Symantec,78
2.6.15,2006-01-02,15,Movial,73
2.6.15,2006-01-02,16,Cisco,65
2.6.15,2006-01-02,17,HP,59
2.6.15,2006-01-02,18,Freescale,55
2.6.15,2006-01-02,19,Embedded Alley Solutions,45
2.6.15,2006-01-02,20,Oracle,37
2.6.15,2006-01-02,21,SIMTEC,34
2.6.15,2006-01-02,22,Rowland Institute  Harvard,31
2.6.15,2006-01-02,23,Broadcom,29
2.6.15,2006-01-02,24,SteelEye,27
2.6.15,2006-01-02,25,Linutronix,22
2.6.15,2006-01-02,26,Mellanox Technologies,19
2.6.15,2006-01-02,26,OpenedHand,19
2.6.15,2006-01-02,28,Tuxera,18
2.6.15,2006-01-02,29,Marvell,17
2.6.15,2006-01-02,29,USAGI,17
2.6.15,2006-01-02,29,Samsung,17
2.6.15,2006-01-02,29,AMD,17
2.6.15,2006-01-02,33,Emulex,16
2.6.15,2006-01-02,34,Astaro,15
2.6.15,2006-01-02,34,Avocent,15
2.6.15,2006-01-02,34,Renesas Electronics,15
2.6.15,2006-01-02,37,Parallels,14
2.6.15,2006-01-02,37,QLogic,14
2.6.15,2006-01-02,39,Toshiba,12
2.6.15,2006-01-02,40,Mandriva,10
2.6.15,2006-01-02,41,Texas Instruments,8
2.6.15,2006-01-02,42,NVIDIA,7
2.6.15,2006-01-02,42,Stream Processors,7
2.6.15,2006-01-02,42,Adaptec,7
2.6.15,2006-01-02,42,Toshiba Computer,7
2.6.15,2006-01-02,42,P.A. Semi,7
2.6.15,2006-01-02,47,Real-Time Remedies,6
2.6.15,2006-01-02,47,Miracle Linux,6
2.6.15,2006-01-02,47,VMWare,6
2.6.15,2006-01-02,47,XMission,6
2.6.15,2006-01-02,47,Atomide,6
2.6.15,2006-01-02,52,EMC,5
2.6.15,2006-01-02,52,EXAR,5
2.6.15,2006-01-02,52,Fujitsu,5
2.6.15,2006-01-02,52,DELL,5
2.6.15,2006-01-02,56,QUALCOMM,4
2.6.15,2006-01-02,56,EuroTech Inc,4
2.6.15,2006-01-02,56,CodeSourcery,4
2.6.15,2006-01-02,56,Infor,4
2.6.15,2006-01-02,56,Cosmosbay~Vectis,4
2.6.15,2006-01-02,56,NameSys,4
2.6.15,2006-01-02,56,Canonical,4
2.6.15,2006-01-02,56,Hauppauge,4
2.6.15,2006-01-02,64,Google,3
2.6.15,2006-01-02,64,Tower Technologies,3
2.6.15,2006-01-02,64,SYSGO,3
2.6.15,2006-01-02,64,Rockwell Collins,3
2.6.15,2006-01-02,64,ACM,3
2.6.15,2006-01-02,64,VA LINUX,3
2.6.15,2006-01-02,64,Debian,3
2.6.15,2006-01-02,64,FC-Group,3
2.6.15,2006-01-02,64,Rogers,3
2.6.15,2006-01-02,64,US National Security Agency,3
2.6.15,2006-01-02,64,Varma,3
2.6.15,2006-01-02,64,BalaBit,3
2.6.15,2006-01-02,77,Coraid,2
2.6.15,2006-01-02,77,Macq Electronique,2
2.6.15,2006-01-02,77,IPUnity-Glenayre,2
2.6.15,2006-01-02,77,Unisys,2
2.6.15,2006-01-02,77,UHU-Linux,2
2.6.15,2006-01-02,77,CINVESTAV,2
2.6.15,2006-01-02,77,Winbond Electronics,2
2.6.15,2006-01-02,77,Stream Vision,2
2.6.15,2006-01-02,77,RTD Embedded Tech.,2
2.6.15,2006-01-02,77,GNU,2
2.6.15,2006-01-02,77,Wacom,2
2.6.15,2006-01-02,77,NEC,2
2.6.15,2006-01-02,77,U.S. Naval Research Laboratory,2
2.6.15,2006-01-02,77,LSI,2
2.6.15,2006-01-02,91,vpop.net,1
2.6.15,2006-01-02,91,Nucleus Systems,1
2.6.15,2006-01-02,91,Nokia,1
2.6.15,2006-01-02,91,Phoenix,1
2.6.15,2006-01-02,91,TBDNetworks,1
2.6.15,2006-01-02,91,Selenic Consulting,1
2.6.15,2006-01-02,91,Sirrix,1
2.6.15,2006-01-02,91,ARM,1
2.6.15,2006-01-02,91,Motorola,1
2.6.15,2006-01-02,91,Semihalf Embedded Systems,1
2.6.15,2006-01-02,91,Applied Micro,1
2.6.15,2006-01-02,91,Cologne Chip,1
2.6.15,2006-01-02,91,Total Knowledge,1
2.6.15,2006-01-02,91,ROAD,1
2.6.15,2006-01-02,91,Katalix Systems,1
2.6.15,2006-01-02,91,Tungsten Graphics,1
2.6.15,2006-01-02,91,XS4ALL Internet bv,1
2.6.15,2006-01-02,91,Digi International,1
2.6.15,2006-01-02,91,Wolfson Microelectronics,1
2.6.15,2006-01-02,91,Microgate,1
2.6.15,2006-01-02,91,Bull SAS,1
2.6.15,2006-01-02,91,Tripeaks,1
2.6.15,2006-01-02,91,MEV Limited,1
2.6.15,2006-01-02,91,Pengutronix,1
2.6.15,2006-01-02,91,Los Alamos National Laboratory,1
2.6.15,2006-01-02,91,Card Access,1
2.6.15,2006-01-02,91,KFKI Research Institute,1
2.6.15,2006-01-02,91,SnapTV,1
2.6.15,2006-01-02,91,SONY,1
2.6.15,2006-01-02,91,KARO,1
2.6.15,2006-01-02,91,inGate,1
2.6.15,2006-01-02,91,Cybernetics,1
2.6.15,2006-01-02,91,Devicescape,1
2.6.16,2006-03-19,1,Hobbyists,749
2.6.16,2006-03-19,2,Novell,729
2.6.16,2006-03-19,3,Redhat,584
2.6.16,2006-03-19,4,IBM,527
2.6.16,2006-03-19,5,Unknown,338
2.6.16,2006-03-19,6,Intel,330
2.6.16,2006-03-19,7,Linux Foundation,284
2.6.16,2006-03-19,8,SGI,230
2.6.16,2006-03-19,9,Movial,120
2.6.16,2006-03-19,9,Consultants,120
2.6.16,2006-03-19,11,Imagination Technologies,93
2.6.16,2006-03-19,12,Academics,92
2.6.16,2006-03-19,13,MontaVista,70
2.6.16,2006-03-19,14,Astaro,64
2.6.16,2006-03-19,15,Oracle,62
2.6.16,2006-03-19,16,NetApp,60
2.6.16,2006-03-19,17,Parallels,52
2.6.16,2006-03-19,18,Mellanox Technologies,43
2.6.16,2006-03-19,18,HP,43
2.6.16,2006-03-19,18,Mandriva,43
2.6.16,2006-03-19,21,LSI,41
2.6.16,2006-03-19,22,QLogic,39
2.6.16,2006-03-19,23,Marvell,37
2.6.16,2006-03-19,24,Freescale,35
2.6.16,2006-03-19,25,Renesas Electronics,29
2.6.16,2006-03-19,26,Toshiba Computer,25
2.6.16,2006-03-19,26,Linutronix,25
2.6.16,2006-03-19,28,Rowland Institute  Harvard,24
2.6.16,2006-03-19,29,Fujitsu,20
2.6.16,2006-03-19,30,Ericsson,19
2.6.16,2006-03-19,31,SteelEye,17
2.6.16,2006-03-19,32,Broadcom,16
2.6.16,2006-03-19,33,Miracle Linux,15
2.6.16,2006-03-19,34,AMD,14
2.6.16,2006-03-19,34,OpenedHand,14
2.6.16,2006-03-19,36,Selenic Consulting,13
2.6.16,2006-03-19,36,Symantec,13
2.6.16,2006-03-19,36,VMWare,13
2.6.16,2006-03-19,39,Emulex,12
2.6.16,2006-03-19,39,Infor,12
2.6.16,2006-03-19,39,Toshiba,12
2.6.16,2006-03-19,42,Shadow Connect,10
2.6.16,2006-03-19,42,Hauppauge,10
2.6.16,2006-03-19,42,Tower Technologies,10
2.6.16,2006-03-19,45,Los Alamos National Laboratory,9
2.6.16,2006-03-19,45,University of Queensland,9
2.6.16,2006-03-19,45,SIMTEC,9
2.6.16,2006-03-19,45,ARM,9
2.6.16,2006-03-19,49,Canonical,8
2.6.16,2006-03-19,49,Microgate,8
2.6.16,2006-03-19,49,Atomide,8
2.6.16,2006-03-19,52,Adaptec,7
2.6.16,2006-03-19,52,Cosmosbay~Vectis,7
2.6.16,2006-03-19,52,USAGI,7
2.6.16,2006-03-19,52,Debian,7
2.6.16,2006-03-19,52,XMission,7
2.6.16,2006-03-19,52,SANPeople,7
2.6.16,2006-03-19,52,Cisco,7
2.6.16,2006-03-19,52,US National Security Agency,7
2.6.16,2006-03-19,60,Avocent,6
2.6.16,2006-03-19,60,VA LINUX,6
2.6.16,2006-03-19,62,Embedded Alley Solutions,5
2.6.16,2006-03-19,62,Artec Design,5
2.6.16,2006-03-19,62,EuroTech Inc,5
2.6.16,2006-03-19,65,Tuxera,4
2.6.16,2006-03-19,65,Unisys,4
2.6.16,2006-03-19,65,DELL,4
2.6.16,2006-03-19,65,P.A. Semi,4
2.6.16,2006-03-19,65,NEC,4
2.6.16,2006-03-19,70,MEV Limited,3
2.6.16,2006-03-19,70,NameSys,3
2.6.16,2006-03-19,70,Stream Processors,3
2.6.16,2006-03-19,70,Telargo,3
2.6.16,2006-03-19,70,Bull SAS,3
2.6.16,2006-03-19,70,NTT,3
2.6.16,2006-03-19,70,Tripeaks,3
2.6.16,2006-03-19,77,EXAR,2
2.6.16,2006-03-19,77,Apple,2
2.6.16,2006-03-19,77,Barco,2
2.6.16,2006-03-19,77,SYSGO,2
2.6.16,2006-03-19,77,Redpill Linpro AS,2
2.6.16,2006-03-19,77,xandrOS,2
2.6.16,2006-03-19,77,FC-Group,2
2.6.16,2006-03-19,77,NVIDIA,2
2.6.16,2006-03-19,77,Macq Electronique,2
2.6.16,2006-03-19,77,SONY,2
2.6.16,2006-03-19,77,Concurrent Computer Corporation,2
2.6.16,2006-03-19,77,Stratus Technologies,2
2.6.16,2006-03-19,77,Samsung,2
2.6.16,2006-03-19,77,Google,2
2.6.16,2006-03-19,77,ACM,2
2.6.16,2006-03-19,92,Rogers,1
2.6.16,2006-03-19,92,Siemens,1
2.6.16,2006-03-19,92,Realtek,1
2.6.16,2006-03-19,92,Digigram SA,1
2.6.16,2006-03-19,92,Connect Tech.,1
2.6.16,2006-03-19,92,Nucleus Systems,1
2.6.16,2006-03-19,92,Pengutronix,1
2.6.16,2006-03-19,92,Winbond Electronics,1
2.6.16,2006-03-19,92,Plan B Disaster Recovery,1
2.6.16,2006-03-19,92,EMC,1
2.6.16,2006-03-19,92,PiKRON s.r.o,1
2.6.16,2006-03-19,92,rPath,1
2.6.16,2006-03-19,92,ALT Linux,1
2.6.16,2006-03-19,92,Freebox,1
2.6.16,2006-03-19,92,Wabtec,1
2.6.16,2006-03-19,92,Anevia,1
2.6.16,2006-03-19,92,vpop.net,1
2.6.16,2006-03-19,92,Intec Automation Inc.,1
2.6.16,2006-03-19,92,LWN,1
2.6.16,2006-03-19,92,Phoenix,1
2.6.16,2006-03-19,92,Tungsten Graphics,1
2.6.16,2006-03-19,92,ExactCODE,1
2.6.16,2006-03-19,92,Bluecherry,1
2.6.16,2006-03-19,92,GNU,1
2.6.16,2006-03-19,92,Sagem Defense Sécurité,1
2.6.16,2006-03-19,92,Shiny Srl,1
2.6.16,2006-03-19,92,Real-Time Remedies,1
2.6.16,2006-03-19,92,MSC Vertriebs GmbH,1
2.6.16,2006-03-19,92,Linux Networx,1
2.6.16,2006-03-19,92,inGate,1
2.6.16,2006-03-19,92,Timesys,1
2.6.16,2006-03-19,92,CodeSourcery,1
2.6.16,2006-03-19,92,Nokia,1
2.6.16,2006-03-19,92,6WIND,1
2.6.16,2006-03-19,92,Basler Vision Technologies,1
2.6.16,2006-03-19,92,Sirrix,1
2.6.16,2006-03-19,92,StreetFire Sound Labs,1
2.6.16,2006-03-19,92,ROAD,1
2.6.16,2006-03-19,92,Wolfson Microelectronics,1
2.6.16,2006-03-19,92,U.S. Naval Research Laboratory,1
2.6.16,2006-03-19,92,Starent Networks,1
2.6.16,2006-03-19,92,LIOS Technology,1
2.6.16,2006-03-19,92,Chelsio,1
2.6.17,2006-06-17,1,Hobbyists,874
2.6.17,2006-06-17,2,Redhat,691
2.6.17,2006-06-17,3,Novell,651
2.6.17,2006-06-17,4,IBM,387
2.6.17,2006-06-17,5,Unknown,323
2.6.17,2006-06-17,6,Linux Foundation,281
2.6.17,2006-06-17,7,Intel,276
2.6.17,2006-06-17,8,SGI,197
2.6.17,2006-06-17,9,Movial,145
2.6.17,2006-06-17,10,Academics,100
2.6.17,2006-06-17,11,Imagination Technologies,98
2.6.17,2006-06-17,12,Consultants,91
2.6.17,2006-06-17,13,NetApp,88
2.6.17,2006-06-17,14,Fujitsu,80
2.6.17,2006-06-17,15,MontaVista,76
2.6.17,2006-06-17,16,Oracle,74
2.6.17,2006-06-17,17,HP,72
2.6.17,2006-06-17,18,Miracle Linux,70
2.6.17,2006-06-17,19,Mandriva,57
2.6.17,2006-06-17,19,Parallels,57
2.6.17,2006-06-17,21,Astaro,55
2.6.17,2006-06-17,22,Broadcom,53
2.6.17,2006-06-17,23,QLogic,51
2.6.17,2006-06-17,24,Emulex,46
2.6.17,2006-06-17,24,Cisco,46
2.6.17,2006-06-17,26,Mellanox Technologies,44
2.6.17,2006-06-17,27,USAGI,34
2.6.17,2006-06-17,27,Marvell,34
2.6.17,2006-06-17,29,SIMTEC,32
2.6.17,2006-06-17,30,Freescale,31
2.6.17,2006-06-17,31,Toshiba Computer,30
2.6.17,2006-06-17,32,SteelEye,29
2.6.17,2006-06-17,32,OpenedHand,29
2.6.17,2006-06-17,34,Tower Technologies,28
2.6.17,2006-06-17,35,AMD,25
2.6.17,2006-06-17,35,Rowland Institute  Harvard,25
2.6.17,2006-06-17,38,LSI,19
2.6.17,2006-06-17,39,XMission,16
2.6.17,2006-06-17,40,Selenic Consulting,15
2.6.17,2006-06-17,41,Tuxera,13
2.6.17,2006-06-17,41,NEC,13
2.6.17,2006-06-17,41,Nokia,13
2.6.17,2006-06-17,44,SANPeople,12
2.6.17,2006-06-17,44,Coraid,12
2.6.17,2006-06-17,46,Real-Time Remedies,11
2.6.17,2006-06-17,47,Secret Lab,10
2.6.17,2006-06-17,47,ARM,10
2.6.17,2006-06-17,47,Cosmosbay~Vectis,10
2.6.17,2006-06-17,47,Samsung,10
2.6.17,2006-06-17,47,Renesas Electronics,10
2.6.17,2006-06-17,47,Atomide,10
2.6.17,2006-06-17,53,NVIDIA,8
2.6.17,2006-06-17,53,IPUnity-Glenayre,8
2.6.17,2006-06-17,55,Digi International,7
2.6.17,2006-06-17,55,TUSC,7
